model,pathway,scenario,region,variables,unit,2020,2050
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,RO,Share|ElectricityMV|TransformationHVMV,share,0.6488893752105002,0.549589048592363
image,SSP2-Base,Business As Usual,RO,Share|ElectricityMV|SolarPVRoofCommercial,share,0.0590446530206541,0.1140428651814898
image,SSP2-Base,Business As Usual,RO,Share|ElectricityMV|Waste,share,0.2920659717688456,0.3363680862261471
image,SSP2-Base,Business As Usual,RO,Share|ElectricityLV|TransformationMVLV,share,0.1842994524933292,0.1382190343396809
image,SSP2-Base,Business As Usual,RO,Share|ElectricityLV|BatteryChemical,share,0.8134443572262925,0.2733419708256725
image,SSP2-Base,Business As Usual,RO,Share|ElectricityLV|SolarPVRoofResidential,share,0.0022561902803783,0.5884389948346465
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|Coal,share,0.0081578346897961,0.1467545612290248
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|CombinedCycle,share,0.0332894392866966,0.0832607345871945
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|GasTurbine,share,0.0724364774471736,0.0362404592204731
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|CogenerationGas,share,0.1006197487088212,0.0092235022788581
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|Nuclear,share,0.0172322626876737,0.0431723667657747
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|Oil,share,0.0716222215947072,0.0282014872137038
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|Geothermal,share,0.0028146603293449,0.0568434361837314
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|HydroRunofRiver,share,0.0271549917705493,0.0658211199255658
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|HydroReservoir,share,0.0215417467658922,0.2346573453727287
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|Biomass,share,0.1561759089398725,0.019003518083528
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|Biogas,share,0.0046243941834236,0.0703606409342332
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|WindOnshore,share,0.1338540751313887,0.0203763300022446
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|WindOffshore,share,0.0188986290059702,0.0113335601675608
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|SolarThermal,share,0.0296980362860004,0.0357589691555799
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|SolarPVOpen,share,0.0245331500945347,0.0156456734588879
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|Hydrogen,share,0.1134153255482998,0.0010045896738818
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|BatteryHydro,share,0.0203853598352375,0.004837349641253
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsEE,share,0.0516422131172691,0.0535747805765726
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsIE,share,0.0748061529109881,0.0267298754932603
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsUA,share,0.0170973716663596,0.0371997000359418
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,NL,Share|ElectricityMV|TransformationHVMV,share,0.0657318562972865,0.3049133853685381
image,SSP2-Base,Business As Usual,NL,Share|ElectricityMV|SolarPVRoofCommercial,share,0.1185466944342994,0.1910608426526219
image,SSP2-Base,Business As Usual,NL,Share|ElectricityMV|Waste,share,0.815721449268414,0.5040257719788398
image,SSP2-Base,Business As Usual,NL,Share|ElectricityLV|TransformationMVLV,share,0.3443678902137356,0.164647460635755
image,SSP2-Base,Business As Usual,NL,Share|ElectricityLV|BatteryChemical,share,0.4054045642524729,0.4339358069420967
image,SSP2-Base,Business As Usual,NL,Share|ElectricityLV|SolarPVRoofResidential,share,0.2502275455337914,0.4014167324221482
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|Coal,share,0.0003103325313315,0.0154493971076241
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|CombinedCycle,share,0.0935234461309341,0.050253677344637
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|GasTurbine,share,0.0403727181791403,0.0343700114054015
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|CogenerationGas,share,0.0504965418954088,0.0766203310405491
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|Nuclear,share,0.073389127884316,0.0021749450924868
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|Oil,share,0.0449080266342137,0.054387304926476
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|Geothermal,share,0.0220327942331001,0.0444168755563744
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|HydroRunofRiver,share,0.1306889063915573,0.0621774419403753
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|HydroReservoir,share,0.066803259723887,0.0166070037073385
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|Biomass,share,0.0154072550266791,0.151092539170578
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|Biogas,share,0.1084867886608481,0.0483609284454562
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|WindOnshore,share,0.0018140166183676,0.0262125514491181
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|WindOffshore,share,0.1373808330245345,0.0190297359462384
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|SolarThermal,share,0.0532754267452909,0.0649307163374649
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|SolarPVOpen,share,0.001401949764022,0.1064386189541577
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|Hydrogen,share,0.0602097840530959,0.0309967759545637
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|BatteryHydro,share,0.0203670613286947,0.1214255176824608
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsES,share,0.0165570617729841,0.013316492771408
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsSI,share,0.0546226265339458,0.035946097225225
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsRO,share,0.0079520428676473,0.0257930379420657
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,UA,Share|ElectricityMV|TransformationHVMV,share,0.100608274482246,0.4027865585290782
image,SSP2-Base,Business As Usual,UA,Share|ElectricityMV|SolarPVRoofCommercial,share,0.44402981245383,0.2723848384056731
image,SSP2-Base,Business As Usual,UA,Share|ElectricityMV|Waste,share,0.455361913063924,0.3248286030652486
image,SSP2-Base,Business As Usual,UA,Share|ElectricityLV|TransformationMVLV,share,0.0584790461461994,0.2023635116970136
image,SSP2-Base,Business As Usual,UA,Share|ElectricityLV|BatteryChemical,share,0.5372529311135579,0.3413360496981997
image,SSP2-Base,Business As Usual,UA,Share|ElectricityLV|SolarPVRoofResidential,share,0.4042680227402427,0.4563004386047866
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|Coal,share,0.0863721798603661,0.0477203857439081
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|CombinedCycle,share,0.1141378715562165,0.1394280512701388
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|GasTurbine,share,0.04137060411175,0.0373578750181854
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|CogenerationGas,share,0.0104583274643041,0.0234356800035787
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|Nuclear,share,0.0268831415348529,0.0431077041879209
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|Oil,share,0.0047996168644971,0.0134805403013763
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|Geothermal,share,0.0726575512797692,0.0399142774782589
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|HydroRunofRiver,share,0.0212501430155304,0.0257890460089178
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|HydroReservoir,share,0.0145085675252841,0.3037102032224349
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|Biomass,share,0.0792772658405045,0.0165522704770177
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|Biogas,share,0.1353742821042721,0.0234124470670337
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|WindOnshore,share,0.0144240538164325,0.0136197976421162
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|WindOffshore,share,0.0416508574765866,0.0742654532160271
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|SolarThermal,share,0.02818863595284,0.0199637446994839
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|SolarPVOpen,share,0.1186667322694939,0.0055278401786249
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|Hydrogen,share,0.0319583845453173,0.053764587642379
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|BatteryHydro,share,0.0090569553743364,0.0349175249376692
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsES,share,0.0361728962847771,0.0065603244787442
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsGR,share,0.0338146684733563,0.0341276391495034
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsBE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsRO,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsNO,share,0.0789772646495118,0.04334460727668
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsCZ,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityHV|ImportsCH,share,0.0,0.0
image,SSP2-Base,Business As Usual,PL,Share|ElectricityMV|TransformationHVMV,share,0.0947453200620483,0.3117376461514677
image,SSP2-Base,Business As Usual,PL,Share|ElectricityMV|SolarPVRoofCommercial,share,0.606075921593531,0.3520125178378956
image,SSP2-Base,Business As Usual,PL,Share|ElectricityMV|Waste,share,0.2991787583444206,0.3362498360106364
image,SSP2-Base,Business As Usual,PL,Share|ElectricityLV|TransformationMVLV,share,0.3317103868206354,0.4441950854344639
image,SSP2-Base,Business As Usual,PL,Share|ElectricityLV|BatteryChemical,share,0.194603434803659,0.1677725439469239
image,SSP2-Base,Business As Usual,PL,Share|ElectricityLV|SolarPVRoofResidential,share,0.4736861783757055,0.3880323706186123
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|Coal,share,0.0474689089510917,0.0118098548244044
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|CombinedCycle,share,0.0432289548662275,0.0867315395575223
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|GasTurbine,share,0.0300645626890184,0.0885556338322674
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|CogenerationGas,share,0.0292775226806652,0.0283475632878142
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|Nuclear,share,0.0271766607571227,0.0082580543470134
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|Oil,share,0.0358454101854142,0.0216172671884506
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|Geothermal,share,0.0820537353429046,0.0384420679495183
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|HydroRunofRiver,share,0.0381399825245143,0.0063546247229519
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|HydroReservoir,share,0.0017278111958895,0.0477409771444033
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|Biomass,share,0.0156831103405452,0.0770468528499714
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|Biogas,share,0.0098125522122488,0.0025450379306321
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|WindOnshore,share,0.1450926060195833,0.0781336893468545
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|WindOffshore,share,0.1346604682034511,0.0144714412120116
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|SolarThermal,share,0.0308939841151873,0.147007477115078
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|SolarPVOpen,share,0.0092077528102614,0.0707863563848778
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|Hydrogen,share,0.2111041859047147,0.0598844256324413
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|BatteryHydro,share,0.0106437075274624,0.0284452037604657
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsES,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsBG,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsSE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsAT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsMK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsMD,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsHR,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsXK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsLU,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsGR,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsIS,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsBA,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsEE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsSK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsME,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsLT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsSI,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsIE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsBE,share,0.0087127214985364,0.0328116508732757
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsRS,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsRO,share,0.0039245403388615,0.0406459981806256
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsNL,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsUA,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsPL,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsFR,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsGB,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsNO,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsCZ,share,0.0852808218362992,0.1103642838594196
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsMT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsDK,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsIT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsLV,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsDE,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsPT,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsFI,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsBY,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsGI,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsAL,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsHU,share,0.0,0.0
image,SSP2-Base,Business As Usual,FR,Share|ElectricityHV|ImportsCH,share,0.0,0.0
